vehicleID,laneID,time(s),lateralDistance(m),longitudinalDistance(m),velocity(km/h),acceleration(m/s^2),vehicleLength(m),vehicleWidth(m)
133,3,63.64,3.62,234.24,24.09,-0.11,9.1,2.5
133,3,63.68,3.6100000000000003,235.2,24.08,-0.11,9.1,2.5
133,3,63.72,3.6100000000000003,236.17,24.08,-0.11,9.1,2.5
133,3,63.76,3.6000000000000005,237.14,24.08,-0.11,9.1,2.5
133,3,63.8,3.6000000000000005,238.10999999999999,24.07,-0.11,9.1,2.5
133,3,63.84,3.6000000000000005,239.07999999999998,24.07,-0.11,9.1,2.5
133,3,63.88,3.5900000000000007,240.04,24.06,-0.1,9.1,2.5
133,3,63.92,3.5900000000000007,241.0,24.06,-0.1,9.1,2.5
133,3,63.96,3.579999999999999,241.96,24.05,-0.1,9.1,2.5
133,3,64.0,3.579999999999999,242.92,24.05,-0.1,9.1,2.5
133,3,64.04,3.579999999999999,243.88,24.05,-0.1,9.1,2.5
133,3,64.08,3.579999999999999,244.84,24.04,-0.1,9.1,2.5
133,3,64.12,3.5699999999999994,245.79999999999998,24.04,-0.1,9.1,2.5
133,3,64.16,3.5699999999999994,246.76,24.03,-0.1,9.1,2.5
133,3,64.2,3.5699999999999994,247.72,24.03,-0.1,9.1,2.5
133,3,64.24,3.5699999999999994,248.68,24.03,-0.1,9.1,2.5
133,3,64.28,3.5599999999999996,249.65,24.02,-0.1,9.1,2.5
133,3,64.32,3.5599999999999996,250.62,24.02,-0.1,9.1,2.5
133,3,64.36,3.5599999999999996,251.57999999999998,24.01,-0.1,9.1,2.5
133,3,64.4,3.5599999999999996,252.54,24.01,-0.1,9.1,2.5
133,3,64.44,3.5599999999999996,253.5,24.01,-0.1,9.1,2.5
133,3,64.48,3.5599999999999996,254.46,24.0,-0.1,9.1,2.5
133,3,64.52,3.5599999999999996,255.42,24.0,-0.1,9.1,2.5
133,3,64.56,3.5599999999999996,256.38,23.99,-0.1,9.1,2.5
133,3,64.6,3.5599999999999996,257.32,23.99,-0.1,9.1,2.5
133,3,64.64,3.5599999999999996,258.27,23.99,-0.1,9.1,2.5
133,3,64.68,3.55,259.24,23.98,-0.1,9.1,2.5
133,3,64.72,3.55,260.2,23.98,-0.1,9.1,2.5
133,3,64.76,3.55,261.15999999999997,23.97,-0.1,9.1,2.5
133,3,64.8,3.55,262.12,23.97,-0.1,9.1,2.5
133,3,64.84,3.55,263.08,23.97,-0.1,9.1,2.5
133,3,64.88,3.55,264.03999999999996,23.96,-0.1,9.1,2.5
133,3,64.92,3.55,265.0,23.96,-0.1,9.1,2.5
133,3,64.96,3.55,265.96000000000004,23.95,-0.11,9.1,2.5
133,3,65.0,3.55,266.91999999999996,23.95,-0.11,9.1,2.5
133,3,65.04,3.55,267.88,23.95,-0.11,9.1,2.5
133,3,65.08,3.55,268.85,23.94,-0.11,9.1,2.5
133,3,65.12,3.55,269.81,23.94,-0.11,9.1,2.5
133,3,65.16,3.55,270.77,23.93,-0.11,9.1,2.5
133,3,65.2,3.55,271.73,23.93,-0.11,9.1,2.5
133,3,65.24,3.55,272.7,23.92,-0.11,9.1,2.5
133,3,65.28,3.55,273.65,23.92,-0.11,9.1,2.5
133,3,65.32,3.55,274.6,23.91,-0.11,9.1,2.5
133,3,65.36,3.55,275.56,23.91,-0.11,9.1,2.5
133,3,65.4,3.5599999999999996,276.51,23.9,-0.11,9.1,2.5
133,3,65.44,3.5599999999999996,277.46000000000004,23.9,-0.11,9.1,2.5
133,3,65.48,3.5599999999999996,278.41999999999996,23.9,-0.11,9.1,2.5
133,3,65.52,3.5599999999999996,279.37,23.89,-0.11,9.1,2.5
133,3,65.56,3.5599999999999996,280.33,23.89,-0.11,9.1,2.5
133,3,65.6,3.5699999999999994,281.28999999999996,23.88,-0.11,9.1,2.5
133,3,65.64,3.5699999999999994,282.24,23.88,-0.11,9.1,2.5
133,3,65.68,3.5699999999999994,283.19,23.87,-0.11,9.1,2.5
133,3,65.72,3.5699999999999994,284.15,23.87,-0.11,9.1,2.5
133,3,65.76,3.579999999999999,285.11,23.86,-0.11,9.1,2.5
133,3,65.8,3.579999999999999,286.06,23.86,-0.11,9.1,2.5
133,3,65.84,3.579999999999999,287.01,23.86,-0.11,9.1,2.5
133,3,65.88,3.5900000000000007,287.96,23.85,-0.11,9.1,2.5
133,3,65.92,3.5900000000000007,288.92,23.85,-0.11,9.1,2.5
133,3,65.96,3.6000000000000005,289.87,23.84,-0.11,9.1,2.5
133,3,66.0,3.6000000000000005,290.83,23.84,-0.11,9.1,2.5
133,3,66.04,3.6100000000000003,291.78999999999996,23.83,-0.11,9.1,2.5
133,3,66.08,3.6100000000000003,292.74,23.83,-0.11,9.1,2.5
133,3,66.12,3.62,293.69,23.82,-0.1,9.1,2.5
133,3,66.16,3.62,294.63,23.82,-0.1,9.1,2.5
133,3,66.2,3.63,295.57,23.82,-0.1,9.1,2.5
133,3,66.24,3.63,296.51,23.81,-0.1,9.1,2.5
133,3,66.28,3.6399999999999997,297.46,23.81,-0.1,9.1,2.5
133,3,66.32,3.6499999999999995,298.40999999999997,23.8,-0.1,9.1,2.5
133,3,66.36,3.6599999999999993,299.36,23.8,-0.1,9.1,2.5
133,3,66.4,3.6599999999999993,300.32,23.8,-0.1,9.1,2.5
133,3,66.44,3.670000000000001,301.28,23.79,-0.1,9.1,2.5
133,3,66.48,3.6800000000000006,302.24,23.79,-0.1,9.1,2.5
133,3,66.52,3.6800000000000006,303.2,23.78,-0.1,9.1,2.5
133,3,66.56,3.6900000000000004,304.15999999999997,23.78,-0.1,9.1,2.5
133,3,66.6,3.7,305.11,23.78,-0.1,9.1,2.5
133,3,66.64,3.7,306.06,23.77,-0.1,9.1,2.5
133,3,66.68,3.71,307.01,23.77,-0.1,9.1,2.5
133,3,66.72,3.7199999999999998,307.96,23.76,-0.1,9.1,2.5
133,3,66.76,3.7199999999999998,308.90999999999997,23.76,-0.1,9.1,2.5
133,3,66.8,3.7299999999999995,309.87,23.76,-0.1,9.1,2.5
133,3,66.84,3.7299999999999995,310.82,23.75,-0.1,9.1,2.5
133,3,66.88,3.7399999999999993,311.78,23.75,-0.1,9.1,2.5
133,3,66.92,3.7399999999999993,312.73,23.74,-0.1,9.1,2.5
133,3,66.96,3.750000000000001,313.68,23.74,-0.1,9.1,2.5
133,3,67.0,3.750000000000001,314.64,23.73,-0.1,9.1,2.5
133,3,67.04,3.7600000000000007,315.58,23.73,-0.1,9.1,2.5
133,3,67.08,3.7600000000000007,316.52,23.73,-0.1,9.1,2.5
133,3,67.12,3.7700000000000005,317.48,23.72,-0.1,9.1,2.5
133,3,67.16,3.7700000000000005,318.42,23.72,-0.1,9.1,2.5
133,3,67.2,3.7800000000000002,319.37,23.71,-0.1,9.1,2.5
133,3,67.24,3.7800000000000002,320.32,23.71,-0.1,9.1,2.5
133,3,67.28,3.79,321.27,23.71,-0.09,9.1,2.5
133,3,67.32,3.79,322.22,23.7,-0.09,9.1,2.5
133,3,67.36,3.8,323.17,23.7,-0.09,9.1,2.5
133,3,67.4,3.8,324.11,23.69,-0.09,9.1,2.5
133,3,67.44,3.8099999999999996,325.05,23.69,-0.09,9.1,2.5
133,3,67.48,3.8099999999999996,325.99,23.69,-0.08,9.1,2.5
133,3,67.52,3.8199999999999994,326.93,23.68,-0.08,9.1,2.5
133,3,67.56,3.8199999999999994,327.87,23.68,-0.08,9.1,2.5
133,3,67.6,3.8199999999999994,328.82,23.68,-0.08,9.1,2.5
133,3,67.64,3.829999999999999,329.76,23.67,-0.08,9.1,2.5
133,3,67.68,3.829999999999999,330.71,23.67,-0.07,9.1,2.5
133,3,67.72,3.8400000000000007,331.65,23.67,-0.07,9.1,2.5
133,3,67.76,3.8400000000000007,332.61,23.67,-0.07,9.1,2.5
133,3,67.8,3.8500000000000005,333.56,23.66,-0.07,9.1,2.5
133,3,67.84,3.8500000000000005,334.5,23.66,-0.07,9.1,2.5
133,3,67.88,3.8500000000000005,335.45,23.66,-0.07,9.1,2.5
133,3,67.92,3.8600000000000003,336.39,23.66,-0.07,9.1,2.5
133,3,67.96,3.8600000000000003,337.33,23.65,-0.06,9.1,2.5
133,3,68.0,3.8600000000000003,338.27,23.65,-0.06,9.1,2.5
133,3,68.04,3.8600000000000003,339.21,23.65,-0.06,9.1,2.5
133,3,68.08,3.8600000000000003,340.15999999999997,23.65,-0.06,9.1,2.5
133,3,68.12,3.87,341.11,23.64,-0.06,9.1,2.5
133,3,68.16,3.87,342.06,23.64,-0.06,9.1,2.5
133,3,68.2,3.87,343.01,23.64,-0.06,9.1,2.5
133,3,68.24,3.87,343.95,23.64,-0.06,9.1,2.5
133,3,68.28,3.87,344.9,23.63,-0.06,9.1,2.5
133,3,68.32,3.88,345.85,23.63,-0.06,9.1,2.5
133,3,68.36,3.88,346.78999999999996,23.63,-0.06,9.1,2.5
133,3,68.4,3.88,347.73,23.63,-0.06,9.1,2.5
133,3,68.44,3.88,348.68,23.62,-0.06,9.1,2.5
133,3,68.48,3.88,349.63,23.62,-0.06,9.1,2.5
133,3,68.52,3.88,350.58,23.62,-0.06,9.1,2.5
133,3,68.56,3.88,351.53,23.62,-0.06,9.1,2.5
133,3,68.6,3.88,352.48,23.61,-0.06,9.1,2.5
133,3,68.64,3.88,353.44,23.61,-0.06,9.1,2.5
133,3,68.68,3.88,354.4,23.61,-0.06,9.1,2.5
133,3,68.72,3.88,355.34,23.61,-0.06,9.1,2.5
133,3,68.76,3.88,356.28,23.6,-0.06,9.1,2.5
133,3,68.8,3.88,357.21,23.6,-0.06,9.1,2.5
133,3,68.84,3.88,358.14,23.6,-0.06,9.1,2.5
133,3,68.88,3.88,359.07,23.6,-0.06,9.1,2.5
133,3,68.92,3.88,360.02,23.59,-0.06,9.1,2.5
133,3,68.96,3.88,360.96,23.59,-0.06,9.1,2.5
133,3,69.0,3.88,361.90999999999997,23.59,-0.06,9.1,2.5
133,3,69.04,3.88,362.85,23.59,-0.06,9.1,2.5
133,3,69.08,3.88,363.78999999999996,23.58,-0.06,9.1,2.5
133,3,69.12,3.88,364.74,23.58,-0.06,9.1,2.5
133,3,69.16,3.88,365.69,23.58,-0.06,9.1,2.5
133,3,69.2,3.88,366.63,23.58,-0.06,9.1,2.5
133,3,69.24,3.88,367.56,23.57,-0.06,9.1,2.5
133,3,69.28,3.88,368.5,23.57,-0.06,9.1,2.5
133,3,69.32,3.88,369.44,23.57,-0.06,9.1,2.5
133,3,69.36,3.88,370.38,23.57,-0.06,9.1,2.5
133,3,69.4,3.88,371.33,23.56,-0.06,9.1,2.5
133,3,69.44,3.87,372.28,23.56,-0.06,9.1,2.5
133,3,69.48,3.87,373.23,23.56,-0.06,9.1,2.5
133,3,69.52,3.87,374.17,23.56,-0.07,9.1,2.5
133,3,69.56,3.8600000000000003,375.11,23.55,-0.07,9.1,2.5
133,3,69.6,3.8600000000000003,376.06,23.55,-0.07,9.1,2.5
133,3,69.64,3.8600000000000003,376.99,23.55,-0.07,9.1,2.5
133,3,69.68,3.8600000000000003,377.93,23.55,-0.07,9.1,2.5
133,3,69.72,3.8500000000000005,378.87,23.54,-0.07,9.1,2.5
133,3,69.76,3.8500000000000005,379.82,23.54,-0.07,9.1,2.5
133,3,69.8,3.8500000000000005,380.76,23.54,-0.07,9.1,2.5
133,3,69.84,3.8400000000000007,381.71999999999997,23.54,-0.07,9.1,2.5
133,3,69.88,3.8400000000000007,382.67,23.53,-0.07,9.1,2.5
133,3,69.92,3.8400000000000007,383.62,23.53,-0.07,9.1,2.5
133,3,69.96,3.829999999999999,384.56,23.53,-0.07,9.1,2.5
133,3,70.0,3.829999999999999,385.5,23.52,-0.07,9.1,2.5
133,3,70.04,3.829999999999999,386.43,23.52,-0.07,9.1,2.5
133,3,70.08,3.8199999999999994,387.36,23.52,-0.07,9.1,2.5
133,3,70.12,3.8199999999999994,388.29,23.51,-0.07,9.1,2.5
133,3,70.16,3.8199999999999994,389.24,23.51,-0.07,9.1,2.5
133,3,70.2,3.8099999999999996,390.18,23.51,-0.07,9.1,2.5
133,3,70.24,3.8099999999999996,391.12,23.51,-0.07,9.1,2.5
133,3,70.28,3.8,392.06,23.5,-0.07,9.1,2.5
133,3,70.32,3.8,393.0,23.5,-0.07,9.1,2.5
133,3,70.36,3.79,393.94,23.5,-0.07,9.1,2.5
133,3,70.4,3.79,394.88,23.49,-0.07,9.1,2.5
133,3,70.44,3.7800000000000002,395.82,23.49,-0.07,9.1,2.5
133,3,70.48,3.7800000000000002,396.76,23.49,-0.07,9.1,2.5
133,3,70.52,3.7700000000000005,397.69,23.48,-0.07,9.1,2.5
133,3,70.56,3.7700000000000005,398.63,23.48,-0.07,9.1,2.5
133,3,70.6,3.7600000000000007,399.57,23.48,-0.07,9.1,2.5
133,3,70.64,3.7600000000000007,400.51,23.48,-0.07,9.1,2.5
133,3,70.68,3.750000000000001,401.45,23.47,-0.07,9.1,2.5
133,3,70.72,3.7399999999999993,402.39,23.47,-0.07,9.1,2.5
133,3,70.76,3.7399999999999993,403.33,23.47,-0.07,9.1,2.5
133,3,70.8,3.7299999999999995,404.27,23.46,-0.07,9.1,2.5
133,3,70.84,3.7299999999999995,405.21,23.46,-0.07,9.1,2.5
133,3,70.88,3.7199999999999998,406.14,23.46,-0.07,9.1,2.5
133,3,70.92,3.71,407.08,23.45,-0.07,9.1,2.5
133,3,70.96,3.71,408.02,23.45,-0.07,9.1,2.5
133,3,71.0,3.7,408.96,23.45,-0.07,9.1,2.5
133,3,71.04,3.6900000000000004,409.9,23.45,-0.07,9.1,2.5
133,3,71.08,3.6900000000000004,410.83,23.44,-0.07,9.1,2.5
133,3,71.12,3.6800000000000006,411.77,23.44,-0.07,9.1,2.5
133,3,71.16,3.670000000000001,412.71,23.44,-0.07,9.1,2.5
133,3,71.2,3.670000000000001,413.65,23.43,-0.07,9.1,2.5
133,3,71.24,3.6599999999999993,414.58,23.43,-0.07,9.1,2.5
133,3,71.28,3.6499999999999995,415.52,23.43,-0.07,9.1,2.5
134,5,54.64,11.59,2.0600000000000023,36.58,0.02,4.35,1.92
134,5,54.68,11.59,3.3999999999999773,36.58,0.02,4.35,1.92
134,5,54.72,11.599999999999998,4.7900000000000205,36.58,0.03,4.35,1.92
134,5,54.76,11.61,6.2099999999999795,36.58,0.03,4.35,1.92
134,5,54.8,11.61,7.639999999999986,36.58,0.03,4.35,1.92
134,5,54.84,11.619999999999997,9.089999999999975,36.58,0.04,4.35,1.92
134,5,54.88,11.629999999999999,10.529999999999973,36.58,0.04,4.35,1.92
134,5,54.92,11.629999999999999,12.0,36.59,0.04,4.35,1.92
134,5,54.96,11.64,13.449999999999989,36.59,0.05,4.35,1.92
134,5,55.0,11.64,14.889999999999986,36.59,0.05,4.35,1.92
134,5,55.04,11.649999999999999,16.339999999999975,36.59,0.05,4.35,1.92
134,5,55.08,11.649999999999999,17.779999999999973,36.6,0.05,4.35,1.92
134,5,55.12,11.66,19.24000000000001,36.6,0.05,4.35,1.92
134,5,55.16,11.669999999999998,20.69999999999999,36.6,0.05,4.35,1.92
134,5,55.2,11.669999999999998,22.180000000000007,36.6,0.05,4.35,1.92
134,5,55.24,11.68,23.649999999999977,36.6,0.04,4.35,1.92
134,5,55.28,11.68,25.139999999999986,36.61,0.04,4.35,1.92
134,5,55.32,11.689999999999998,26.620000000000005,36.61,0.03,4.35,1.92
134,5,55.36,11.689999999999998,28.110000000000014,36.61,0.03,4.35,1.92
134,5,55.4,11.7,29.579999999999984,36.61,0.02,4.35,1.92
134,5,55.44,11.7,31.05000000000001,36.61,0.02,4.35,1.92
134,5,55.48,11.71,32.50999999999999,36.61,0.01,4.35,1.92
134,5,55.52,11.71,33.95999999999998,36.61,0.0,4.35,1.92
134,5,55.56,11.71,35.43000000000001,36.61,-0.0,4.35,1.92
134,5,55.6,11.719999999999999,36.889999999999986,36.61,-0.01,4.35,1.92
134,5,55.64,11.719999999999999,38.360000000000014,36.61,-0.02,4.35,1.92
134,5,55.68,11.719999999999999,39.829999999999984,36.61,-0.03,4.35,1.92
134,5,55.72,11.73,41.29000000000002,36.61,-0.04,4.35,1.92
134,5,55.76,11.73,42.75,36.61,-0.05,4.35,1.92
134,5,55.8,11.73,44.20999999999998,36.61,-0.06,4.35,1.92
134,5,55.84,11.739999999999998,45.68000000000001,36.61,-0.07,4.35,1.92
134,5,55.88,11.739999999999998,47.15999999999997,36.6,-0.08,4.35,1.92
134,5,55.92,11.739999999999998,48.639999999999986,36.6,-0.09,4.35,1.92
134,5,55.96,11.739999999999998,50.110000000000014,36.6,-0.1,4.35,1.92
134,5,56.0,11.739999999999998,51.589999999999975,36.59,-0.11,4.35,1.92
134,5,56.04,11.739999999999998,53.06999999999999,36.59,-0.12,4.35,1.92
134,5,56.08,11.739999999999998,54.54000000000002,36.58,-0.13,4.35,1.92
134,5,56.12,11.75,56.00999999999999,36.58,-0.14,4.35,1.92
134,5,56.16,11.75,57.46999999999997,36.57,-0.15,4.35,1.92
134,5,56.2,11.75,58.920000000000016,36.57,-0.16,4.35,1.92
134,5,56.24,11.75,60.379999999999995,36.56,-0.18,4.35,1.92
134,5,56.28,11.75,61.839999999999975,36.55,-0.19,4.35,1.92
134,5,56.32,11.75,63.30000000000001,36.55,-0.2,4.35,1.92
134,5,56.36,11.75,64.76999999999998,36.54,-0.21,4.35,1.92
134,5,56.4,11.75,66.23000000000002,36.53,-0.22,4.35,1.92
134,5,56.44,11.75,67.68,36.52,-0.23,4.35,1.92
134,5,56.48,11.75,69.13,36.51,-0.24,4.35,1.92
134,5,56.52,11.75,70.58999999999997,36.5,-0.25,4.35,1.92
134,5,56.56,11.739999999999998,72.02999999999997,36.49,-0.26,4.35,1.92
134,5,56.6,11.739999999999998,73.5,36.48,-0.27,4.35,1.92
134,5,56.64,11.739999999999998,74.95999999999998,36.47,-0.28,4.35,1.92
134,5,56.68,11.739999999999998,76.42000000000002,36.46,-0.29,4.35,1.92
134,5,56.72,11.73,77.88,36.45,-0.31,4.35,1.92
134,5,56.76,11.73,79.33999999999997,36.44,-0.32,4.35,1.92
134,5,56.8,11.73,80.81,36.42,-0.33,4.35,1.92
134,5,56.84,11.719999999999999,82.26999999999998,36.41,-0.34,4.35,1.92
134,5,56.88,11.719999999999999,83.74000000000001,36.4,-0.35,4.35,1.92
134,5,56.92,11.71,85.19999999999999,36.38,-0.36,4.35,1.92
134,5,56.96,11.71,86.67000000000002,36.37,-0.38,4.35,1.92
134,5,57.0,11.71,88.13999999999999,36.35,-0.39,4.35,1.92
134,5,57.04,11.7,89.60000000000002,36.34,-0.4,4.35,1.92
134,5,57.08,11.7,91.06,36.32,-0.41,4.35,1.92
134,5,57.12,11.689999999999998,92.50999999999999,36.31,-0.42,4.35,1.92
134,5,57.16,11.68,93.95999999999998,36.29,-0.43,4.35,1.92
134,5,57.2,11.68,95.40999999999997,36.27,-0.44,4.35,1.92
134,5,57.24,11.669999999999998,96.86000000000001,36.25,-0.45,4.35,1.92
134,5,57.28,11.66,98.31,36.24,-0.46,4.35,1.92
134,5,57.32,11.66,99.75999999999999,36.22,-0.46,4.35,1.92
134,5,57.36,11.649999999999999,101.21999999999997,36.2,-0.47,4.35,1.92
134,5,57.4,11.64,102.65999999999997,36.18,-0.48,4.35,1.92
134,5,57.44,11.64,104.10000000000002,36.16,-0.49,4.35,1.92
134,5,57.48,11.629999999999999,105.54000000000002,36.14,-0.49,4.35,1.92
134,5,57.52,11.619999999999997,106.98000000000002,36.12,-0.5,4.35,1.92
134,5,57.56,11.61,108.43,36.1,-0.5,4.35,1.92
134,5,57.6,11.61,109.87,36.08,-0.51,4.35,1.92
134,5,57.64,11.599999999999998,111.31,36.06,-0.52,4.35,1.92
134,5,57.68,11.59,112.75,36.04,-0.52,4.35,1.92
134,5,57.72,11.579999999999998,114.19,36.02,-0.53,4.35,1.92
134,5,57.76,11.57,115.63,36.0,-0.53,4.35,1.92
134,5,57.8,11.559999999999999,117.07,35.98,-0.53,4.35,1.92
134,5,57.84,11.55,118.50999999999999,35.95,-0.54,4.35,1.92
134,5,57.88,11.54,119.94999999999999,35.93,-0.54,4.35,1.92
134,5,57.92,11.529999999999998,121.38999999999999,35.91,-0.55,4.35,1.92
134,5,57.96,11.52,122.82,35.89,-0.55,4.35,1.92
134,5,58.0,11.509999999999998,124.25999999999999,35.87,-0.55,4.35,1.92
134,5,58.04,11.5,125.69,35.84,-0.56,4.35,1.92
134,5,58.08,11.489999999999998,127.12,35.82,-0.56,4.35,1.92
134,5,58.12,11.48,128.56,35.8,-0.56,4.35,1.92
134,5,58.16,11.469999999999999,129.99,35.78,-0.56,4.35,1.92
134,5,58.2,11.46,131.42000000000002,35.75,-0.56,4.35,1.92
134,5,58.24,11.45,132.85000000000002,35.73,-0.57,4.35,1.92
134,5,58.28,11.439999999999998,134.27999999999997,35.71,-0.57,4.35,1.92
134,5,58.32,11.43,135.7,35.69,-0.57,4.35,1.92
134,5,58.36,11.419999999999998,137.12,35.66,-0.57,4.35,1.92
134,5,58.4,11.41,138.54000000000002,35.64,-0.57,4.35,1.92
134,5,58.44,11.399999999999999,139.95999999999998,35.62,-0.57,4.35,1.92
134,5,58.48,11.39,141.38,35.6,-0.57,4.35,1.92
134,5,58.52,11.379999999999999,142.81,35.57,-0.57,4.35,1.92
134,5,58.56,11.369999999999997,144.23000000000002,35.55,-0.57,4.35,1.92
134,5,58.6,11.369999999999997,145.64999999999998,35.53,-0.57,4.35,1.92
134,5,58.64,11.36,147.06,35.5,-0.57,4.35,1.92
134,5,58.68,11.349999999999998,148.48000000000002,35.48,-0.57,4.35,1.92
134,5,58.72,11.34,149.89999999999998,35.46,-0.57,4.35,1.92
134,5,58.76,11.34,151.31,35.44,-0.57,4.35,1.92
134,5,58.8,11.329999999999998,152.73,35.41,-0.57,4.35,1.92
134,5,58.84,11.32,154.15,35.39,-0.57,4.35,1.92
134,5,58.88,11.32,155.57,35.37,-0.57,4.35,1.92
134,5,58.92,11.309999999999999,156.98,35.34,-0.57,4.35,1.92
134,5,58.96,11.309999999999999,158.4,35.32,-0.57,4.35,1.92
134,5,59.0,11.3,159.82,35.3,-0.57,4.35,1.92
134,5,59.04,11.3,161.23,35.28,-0.57,4.35,1.92
134,5,59.08,11.29,162.64,35.25,-0.57,4.35,1.92
134,5,59.12,11.29,164.04999999999998,35.23,-0.57,4.35,1.92
134,5,59.16,11.29,165.45,35.21,-0.56,4.35,1.92
134,5,59.2,11.279999999999998,166.85999999999999,35.19,-0.56,4.35,1.92
134,5,59.24,11.279999999999998,168.26,35.16,-0.56,4.35,1.92
134,5,59.28,11.279999999999998,169.66,35.14,-0.56,4.35,1.92
134,5,59.32,11.279999999999998,171.06,35.12,-0.56,4.35,1.92
134,5,59.36,11.27,172.47,35.1,-0.56,4.35,1.92
134,5,59.4,11.27,173.87,35.07,-0.56,4.35,1.92
134,5,59.44,11.27,175.28,35.05,-0.56,4.35,1.92
134,5,59.48,11.27,176.69,35.03,-0.56,4.35,1.92
134,5,59.52,11.27,178.09,35.01,-0.56,4.35,1.92
134,5,59.56,11.27,179.5,34.98,-0.56,4.35,1.92
134,5,59.6,11.27,180.89,34.96,-0.55,4.35,1.92
134,5,59.64,11.27,182.28,34.94,-0.55,4.35,1.92
134,5,59.68,11.279999999999998,183.68,34.92,-0.55,4.35,1.92
134,5,59.72,11.279999999999998,185.07999999999998,34.9,-0.55,4.35,1.92
134,5,59.76,11.279999999999998,186.48,34.87,-0.55,4.35,1.92
134,5,59.8,11.279999999999998,187.87,34.85,-0.55,4.35,1.92
134,5,59.84,11.279999999999998,189.26,34.83,-0.55,4.35,1.92
134,5,59.88,11.29,190.65,34.81,-0.54,4.35,1.92
134,5,59.92,11.29,192.04999999999998,34.79,-0.54,4.35,1.92
134,5,59.96,11.29,193.44,34.76,-0.54,4.35,1.92
134,5,60.0,11.29,194.82,34.74,-0.54,4.35,1.92
134,5,60.04,11.3,196.21,34.72,-0.54,4.35,1.92
134,5,60.08,11.3,197.6,34.7,-0.54,4.35,1.92
134,5,60.12,11.3,198.98,34.68,-0.53,4.35,1.92
134,5,60.16,11.309999999999999,200.37,34.66,-0.53,4.35,1.92
134,5,60.2,11.309999999999999,201.74,34.64,-0.53,4.35,1.92
134,5,60.24,11.309999999999999,203.13,34.61,-0.53,4.35,1.92
134,5,60.28,11.309999999999999,204.51,34.59,-0.53,4.35,1.92
134,5,60.32,11.309999999999999,205.9,34.57,-0.53,4.35,1.92
134,5,60.36,11.32,207.28,34.55,-0.53,4.35,1.92
134,5,60.4,11.32,208.66,34.53,-0.52,4.35,1.92
134,5,60.44,11.32,210.04999999999998,34.51,-0.52,4.35,1.92
134,5,60.48,11.32,211.43,34.49,-0.52,4.35,1.92
134,5,60.52,11.32,212.81,34.47,-0.52,4.35,1.92
134,5,60.56,11.32,214.18,34.45,-0.52,4.35,1.92
134,5,60.6,11.329999999999998,215.56,34.43,-0.52,4.35,1.92
134,5,60.64,11.329999999999998,216.94,34.4,-0.52,4.35,1.92
134,5,60.68,11.329999999999998,218.31,34.38,-0.52,4.35,1.92
134,5,60.72,11.329999999999998,219.69,34.36,-0.52,4.35,1.92
134,5,60.76,11.329999999999998,221.07,34.34,-0.52,4.35,1.92
134,5,60.8,11.329999999999998,222.44,34.32,-0.52,4.35,1.92
134,5,60.84,11.329999999999998,223.81,34.3,-0.52,4.35,1.92
134,5,60.88,11.329999999999998,225.18,34.28,-0.52,4.35,1.92
134,5,60.92,11.329999999999998,226.56,34.26,-0.52,4.35,1.92
134,5,60.96,11.329999999999998,227.93,34.24,-0.51,4.35,1.92
134,5,61.0,11.329999999999998,229.29999999999998,34.22,-0.51,4.35,1.92
134,5,61.04,11.329999999999998,230.67,34.2,-0.51,4.35,1.92
134,5,61.08,11.32,232.04,34.18,-0.51,4.35,1.92
134,5,61.12,11.32,233.41,34.16,-0.51,4.35,1.92
134,5,61.16,11.32,234.76999999999998,34.14,-0.51,4.35,1.92
134,5,61.2,11.32,236.14,34.12,-0.51,4.35,1.92
134,5,61.24,11.32,237.51,34.1,-0.51,4.35,1.92
134,5,61.28,11.32,238.87,34.08,-0.51,4.35,1.92
134,5,61.32,11.32,240.23,34.05,-0.51,4.35,1.92
134,5,61.36,11.32,241.6,34.03,-0.51,4.35,1.92
134,5,61.4,11.32,242.95,34.01,-0.51,4.35,1.92
134,5,61.44,11.32,244.31,33.99,-0.51,4.35,1.92
134,5,61.48,11.309999999999999,245.67,33.97,-0.5,4.35,1.92
134,5,61.52,11.309999999999999,247.01999999999998,33.95,-0.5,4.35,1.92
134,5,61.56,11.309999999999999,248.38,33.93,-0.5,4.35,1.92
134,5,61.6,11.309999999999999,249.74,33.91,-0.5,4.35,1.92
134,5,61.64,11.309999999999999,251.1,33.89,-0.5,4.35,1.92
134,5,61.68,11.309999999999999,252.45,33.87,-0.5,4.35,1.92
134,5,61.72,11.309999999999999,253.81,33.85,-0.5,4.35,1.92
134,5,61.76,11.309999999999999,255.17,33.83,-0.5,4.35,1.92
134,5,61.8,11.309999999999999,256.52,33.81,-0.49,4.35,1.92
134,5,61.84,11.309999999999999,257.88,33.79,-0.49,4.35,1.92
134,5,61.88,11.309999999999999,259.23,33.77,-0.49,4.35,1.92
134,5,61.92,11.309999999999999,260.59000000000003,33.75,-0.49,4.35,1.92
134,5,61.96,11.309999999999999,261.95,33.73,-0.49,4.35,1.92
134,5,62.0,11.309999999999999,263.29999999999995,33.71,-0.49,4.35,1.92
134,5,62.04,11.309999999999999,264.65,33.7,-0.48,4.35,1.92
134,5,62.08,11.309999999999999,266.0,33.68,-0.48,4.35,1.92
134,5,62.12,11.309999999999999,267.35,33.66,-0.48,4.35,1.92
134,5,62.16,11.3,268.7,33.64,-0.47,4.35,1.92
